Ano,title,Rating,Duração,Taxa_Liked_Watched,Id,atributos
2007,Pixote In Memoriam,3.5,77,0.1,1767,"Pixote In Memoriam Felipe Briso A tribute documentary on Fernando Ramos da Silva, the famous child star of the acclaimed film by Hector Babenco, “Pixote, a Lei do Mais Fraco” (1981). 20 years after his assassination by the police, his co-stars and Babenco talk about Fernando’s contributions to the film, his troubled life when his acting works didn’t took off as expected (since he was typecast) and which made him turn back to his past life of poverty and crimes. The project also presents that film’s influence to many directors and artists around the world. × documentary -- --"
1971,‘Amor Louco’,3.4,85,0.13,1768,"Crazy Love Júlio Bressane Bressane’s second London film, shot in six days in his apartment. “I had seen the French avant-garde films of the 1920’s and naturally the title cites Breton. But underneath it can also be read in many ways. It is a cinema that is invented on the spur of the moment, like you invent an instrument to play music and then abandon it. This film came out like an improvisation, a total risk. It is a deconstruction of meaning but not in the analytical, intellectual sense. I have always tried to lose myself with my films. There is no trace of American or French underground cinema. If anything, it is the idea of home movies, there were many ideas for digital films long before digital film existed. This film made itself, it was like a jazz improvisation. Amor Louco is a lost object, it doesn’t speak any language, it has no signs, no letters, no captions. And in the scene where the cataract is cut with the razor blade, it was the adventure of the film itself that was put to the test”. × drama -- --"
1967,‘Liberdade de Imprensa’,3.6,25,0.16,1769,"Freedom of Press João Batista de Andrade A panel of Brazilian political scenery in 1967, alternating images of the main events and politicians and specialists’ statements about freedom of the press. documentary -- --"
1932,Ao Redor do Brasil,3.2,71,0.06,1770,"Ao Redor do Brasil Luiz Thomaz Reis In 1917, director Major Luiz Thomaz Reis travels with his associate, Marshall Cândido Mariano Rondon through the Center-West and North of Brazil, being the official cinematographer of the expedition. “Ao Redor do Brasil” is a footage with the fragments of three films of Major Reis. documentary -- --"
2022,O Pai da Rita,2.9,97,0.1,1771,"O Pai da Rita Joel Zito Araújo Roque and Pudim, composers from the old school of Vai-Vai, share a kitchnete, decades of friendship, love for their samba school and a doubt about the past: what happened to dancer Rita, their passion. The emergence of Ritinha, the dancer’s daughter, threatens to collapse this great friendship. comedy -- --"
2012,‘Mauro em Caiena’,3.6,19,0.16,1772,"Mauro in Cayenne Leonardo Mouramateus I really admire this capacity, Mauro. Of turning into something else. Like a dinosaur or a memory. documentary -- --"
1963,Mazzaropi - Casinha Pequenina,3.3,95,0.1,1773,"Mazzaropi - Casinha Pequenina Glauco Mirko Laurelli In colonial Brazil, rich farmer and owner of slaves is blackmailed by a lady; to get rid of the problem, he involves innocent countrymen in a diabolical plan. comedy -- --"
1965,Nossa Escola de Samba,3.7,30,0.23,1774,"Nossa Escola de Samba Manuel Horácio Gimenez A year in the life of a samba school, from the first rehearsals to the parade on the avenue. documentary -- --"
2020,‘Missão Perséfone’,2.9,10,0.07,1775,Mission Persephone Karim Aïnouz The Earth post-pandemic. science-fiction -- --
1964,Grito da Terra,3.5,83,0.26,1776,"Grito da Terra Olney São Paulo In rural Brazil, villagers battle wealthy land barons for the sake of their own survival. drama -- --"
2014,‘Se Deus Vier Que Venha Armado’,3.0,87,0.07,1777,"If God Comes Let Him Bring a Gun Luis Dantas A young man on leave from prison, his straitlaced brother, his best friend, a rookie cop and a young actress collide over the course of 72 hours. drama -- --"
1987,Rádio Pirata,2.8,76,0.08,1778,"Rádio Pirata Lael Rodrigues A couple is charged with murdering a friend after discovering fraud at a data-processing center. They hide in a van, where they set up a clandestine station, seeking to mobilize public opinion. adventure -- --"
2008,Os Filmes Que Não Fiz,3.4,16,0.12,1779,"Os Filmes Que Não Fiz Gilberto Scarpa Show fun and cynically the filmography of a completely unknown director who has many projects and screenplays, but has no film produced. comedy -- --"
2000,A Invenção da Infância,3.7,26,0.15,1780,A Invenção da Infância Liliana Sulzbach Being a child does not mean having a childhood. A reflection on what it is to be a child in the contemporary world. documentary -- --
2020,De Perto Ela Não é Normal,2.1,90,0.02,1781,"De Perto Ela Não é Normal Cininha de Paula The fun and inspiring journey of a woman, from her 8 to 40 years of age, in search of herself and her own pursuit of happiness. When pressured by her family and society, Suzi becomes different from the sensitive girl she once was. Throughout the years, she interacts with different contemporary feminine archetypes: the married woman, the woman who has attitude, the intelligent woman, the successful woman, the depressed woman, the enlightened woman and the desperate woman. Until she meets with her aunt Suely, the free woman, who makes her revisit her story and connect with her past. Suzi stops living in a way to make others happy and goes back to being her own self. A delicate comedy about a woman, who gets tired of corresponding to others ’expectations and goes after fulfillment in her own terms. × comedy -- --"
2017,Crônica da Demolição,3.6,90,0.22,1782,"Crônica da Demolição Eduardo Ades At the heart of Rio de Janeiro’s downtown, an empty square with a dry fountain and an underground parking. There was located the Monroe Palace, that once housed the Senate, and was mysteriously demolished forty years ago. A history of sabers and lions, military and architects, past and future. documentary -- --"
1999,Turma da Mônica em A Ilha Misteriosa e Outras Histórias,3.5,36,0.1,1783,"Turma da Mônica em A Ilha Misteriosa e Outras Histórias Mauricio de Sousa Turma da Mônica em A Ilha Misteriosa e Outras Histórias is a 1999 Brazilian animated film, based on the homonymous comic book by Mauricio de Sousa. It was distributed by Publifolha and produced by Mauricio de Sousa Produções. animation adventure --"
2019,O Corpo é Nosso!,3.2,85,0.09,1784,"O Corpo é Nosso! Theresa Jessouroun It is a documentary about the trajectory of the liberation of the Brazilian woman’s body and exposes the differences of this trajectory to white and black women. The film presents interviews, archive images that illustrate some of the factors that contributed to this liberation in Brazil - such as music, dance, fashion and the contraceptive pill - and proposes a discussion about feminism through the deconstruction of the masculine. The film incorporates fictional scenes where men do not realize their macho and racist behavior and full of class prejudices, rooted and accepted by society. × documentary -- --"
2016,Por Trás do Céu,3.2,104,0.13,1785,"Por Trás do Céu Caio Sóh In a place taken by poverty, Aparecida lives full of dreams and hope. While her husband leads a bitter life caused by a tragedy from the past, she decides to take an attitude that can change everything: to leave for the big city. drama -- --"
2005,‘Vlado: Trinta Anos Depois’,3.5,90,0.07,1786,"Vlado: Thirty Years Later João Batista de Andrade The documentary tells the story of journalist Vladimir Herzog, nicknamed Vlado, who has been tortured and murdered during the repression years of Brazilian military dictatorship. documentary -- --"
2013,Alma da Gente,3.5,80,0.1,1787,"Alma da Gente Helena Solberg Ten years after rehearsals from a dance spectacle with a group of young teenagers from a favela, the directors go find what happened to them. documentary -- --"
2020,Os Espetaculares,2.4,87,0.07,1788,"Os Espetaculares André Pellenz An egotistical stand-up comedian fights with a spectator and gets fired. To be able to pay his son’s pension, he decides to participate in a comedy group contest. Now he will need to work harmoniously with the rest of the team. comedy -- --"
2012,‘Vestido de Laerte’,3.3,13,0.12,1789,Legs Out Claudia Priscilla The cartoonist Laerte goes a long way through São Paulo searching for a certificate. documentary -- --
2012,Mr. Sganzerla: Os Signos da Luz,3.7,100,0.15,1790,Mr. Sganzerla: Os Signos da Luz Joel Pizzini A documentary on prolific underground Brazilian filmmaker Rogério Sganzerla. documentary -- --
1978,Noite em Chamas,3.3,99,0.22,1791,"Noite em Chamas Jean Garrett A depressed hotel servant goes through a rough night, while his story’s interlaced with a number of situations experienced by the hotel guests. drama -- --"
2018,‘O Mistério da Carne’,3.5,20,0.23,1792,"Desires of the Flesh Rafaela Camelo Since 2016, Pope Fracis allows women to take part in the washing of the feet ceremony. The girls of St. Peter Church are preparing something special for the ritual. Camila just hopes to find Giovana. drama romance --"
2018,‘Sr. Raposo’,3.4,22,0.15,1793,"Mr. Fox Daniel Nolasco Sr. Raposo is a staged documentary about the daily life of Acácio, who found out he was HIV+ in 1995. documentary drama --"
1987,Leila Diniz,3.1,100,0.14,1794,"Leila Diniz Luiz Carlos Lacerda The movie shows the life of brazilian actress Leila Diniz, who dies in a plane crash. drama -- --"
1980,Os Três Mosqueteiros Trapalhões,2.9,99,0.06,1795,"Os Três Mosqueteiros Trapalhões Adriano Stuart The Three Musketeers (Dede Santana, Mussum, Zachariah) work at home Sra.Ana Rocha (Rosita Tomáz) and has the difficult task of going in Foz do Iguaçu retrieve an emerald necklace, with which the plant is Mr. Louis at stake, and Chicken Joe (Renato Aragão) who lives in a poor chicken coop offers to help. Arriving in Foz do Iguaçu, find the bad guy, but he sells the paste to a villain in Manaus, in the Amazon already, Chicken Joe takes some stones, are the villain but he sold to another bandit in Rio de Janeiro, where they find the villain and finally retrieve the necklace, and the stones that Chicken Joe took were actually diamonds. × comedy family adventure"
